ID,Ground Truth,Noised Signal,Model Output
162,-0.24686371,-0.239402993,-0.169397369
163,-0.245036656,0.11981515,-0.164312169
164,-0.243208731,-1.066243889,-0.176123545
165,-0.241379943,-0.202076862,-0.175519928
166,-0.239550296,0.611575215,-0.163382068
167,-0.237719798,-0.628317265,-0.169013366
168,-0.235888456,-0.061746316,-0.16651462
169,-0.234056276,0.838553913,-0.151179716
170,-0.232223264,0.310784003,-0.143544063
171,-0.230389427,-0.423893424,-0.146587476
172,-0.228554771,-0.052992139,-0.144246176
173,-0.226719303,0.488143656,-0.134108201
174,-0.22488303,1.069450303,-0.115561947
175,-0.223045958,-1.123789458,-0.129253164
176,-0.221208093,-0.300617046,-0.130734637
177,-0.219369442,-0.659694285,-0.137397006
178,-0.217530012,0.214800342,-0.131289408
179,-0.215689809,-0.322665078,-0.133060321
180,-0.213848839,-1.420891065,-0.150644198
181,-0.21200711,-0.048596995,-0.148188218
182,-0.210164627,0.543085153,-0.13722302
183,-0.208321398,0.723795115,-0.123711094
184,-0.206477429,-1.096807865,-0.136836782
185,-0.204632726,0.478143734,-0.126906291
186,-0.202787295,-1.076091971,-0.139664307
187,-0.200941145,-1.107394073,-0.152598545
188,-0.19909428,-0.829277965,-0.1612892
189,-0.197246708,0.092067781,-0.156689122
190,-0.195398435,-0.064084282,-0.154378906
191,-0.193549468,0.334845878,-0.146366462
192,-0.191699813,-0.692739537,-0.153222665
193,-0.189849477,0.875262913,-0.137419924
194,-0.187998467,-0.467884283,-0.141196057
195,-0.186146788,1.065945881,-0.122673467
196,-0.184294449,-0.958046067,-0.133810505
197,-0.182441454,-0.707543746,-0.141109064
198,-0.180587811,-0.008979407,-0.138201192
199,-0.178733527,-0.304744509,-0.139608875
200,-0.176878607,0.670195854,-0.126861647
201,-0.175023059,-0.243894639,-0.127553597
202,-0.173166889,-0.10866153,-0.126267746
203,-0.171310104,-0.688481431,-0.133427426
204,-0.16945271,-0.872310364,-0.143110409
205,-0.167594714,-0.569594045,-0.148256645
206,-0.165736123,-1.354724947,-0.164526537
207,-0.163876943,-0.342158222,-0.166075334
208,-0.16201718,-0.980139732,-0.176633343
209,-0.160156842,-0.830480765,-0.184869513
210,-0.158295935,-0.086464354,-0.182522103
211,-0.156434465,-0.595380006,-0.187352106
212,-0.15457244,0.135072252,-0.181861266
213,-0.152709865,0.021638693,-0.178027794
214,-0.150846748,-0.616332701,-0.183230683
215,-0.148983094,0.495773774,-0.172686264
216,-0.147118912,-0.24982366,-0.172805771
217,-0.145254207,-0.159034154,-0.171638235
218,-0.143388985,-0.097429943,-0.16961287
219,-0.141523254,-1.449543868,-0.186691239
220,-0.139657021,-0.561133472,-0.190969959
221,-0.137790291,-0.091648691,-0.188619152
222,-0.135923071,0.383851719,-0.179615036
223,-0.134055369,-0.127057378,-0.177906051
224,-0.13218719,1.486266571,-0.153267309
225,-0.130318542,-0.461129502,-0.156688735
226,-0.12844943,-0.659657021,-0.162885144
227,-0.126579862,-0.078425884,-0.16070123
228,-0.124709845,-0.103172981,-0.158898517
229,-0.122839384,-0.612929737,-0.16439034
230,-0.120968487,1.150489809,-0.144576922
231,-0.11909716,0.201611044,-0.138584033
232,-0.11722541,-0.776096064,-0.146781757
233,-0.115353243,-0.345178407,-0.148642704
234,-0.113480667,0.146293194,-0.143404707
235,-0.111607687,2.000755893,-0.111202821
236,-0.109734311,-0.577955397,-0.117016956
237,-0.107860545,-0.245267501,-0.117872044
238,-0.105986396,-1.73219306,-0.140323862
239,-0.10411187,-0.431445338,-0.143527433
240,-0.102236974,0.096601325,-0.139064357
241,-0.100361715,-0.355836187,-0.141196832
242,-0.098486099,-0.921244871,-0.151429102
243,-0.096610134,-0.293367779,-0.152476594
244,-0.094733825,0.348835308,-0.1442803
245,-0.092857179,-0.396977045,-0.146924838
246,-0.090980204,-0.767370972,-0.154839709
247,-0.089102905,0.188259449,-0.148930892
248,-0.08722529,0.489227168,-0.138738766
249,-0.085347365,-1.036916308,-0.150681868
250,-0.083469137,-0.335861847,-0.152349904
251,-0.081590612,0.400058394,-0.14341639
252,-0.079711797,-0.600232762,-0.14899762
253,-0.077832699,-0.062570636,-0.146763697
254,-0.075953324,1.001710828,-0.129155144
255,-0.07407368,-0.736795787,-0.136961952
256,-0.072193772,0.342551606,-0.129002765
257,-0.070313608,-0.42072222,-0.132231638
258,-0.068433194,0.622062766,-0.120239809
259,-0.066552537,-0.248240601,-0.121091411
260,-0.064671643,-0.490585434,-0.125464037
261,-0.06279052,0.050956384,-0.121878013
262,-0.060909173,0.501619822,-0.111734465
263,-0.05902761,0.303922077,-0.104595318
264,-0.057145837,0.290700505,-0.097727433
265,-0.055263862,-0.383758415,-0.100908503
266,-0.05338169,-1.626125349,-0.1222554
267,-0.051499328,0.982287641,-0.105044171
268,-0.049616783,0.066202028,-0.101485237
269,-0.047734062,-0.700336805,-0.10926412
270,-0.045851172,-0.368315683,-0.11203824
271,-0.043968118,-0.47883882,-0.116387978
272,-0.042084909,-0.243604393,-0.117227897
273,-0.040201549,0.240352035,-0.110964522
274,-0.038318047,-0.605694338,-0.117188737
275,-0.036434409,-0.533711512,-0.122255072
276,-0.034550641,-0.529080888,-0.12716879
277,-0.032666751,0.534325546,-0.116500422
278,-0.030782744,-0.490179122,-0.120942608
279,-0.028898629,-0.062193632,-0.119066551
280,-0.02701441,0.423166367,-0.110100344
281,-0.025130095,1.076947145,-0.091553852
282,-0.023245692,-0.199543604,-0.092103973
283,-0.021361205,-0.506570786,-0.097188964
284,-0.019476643,1.284314494,-0.075619832
285,-0.017592011,-1.259082557,-0.092152908
286,-0.015707317,-0.437973169,-0.096222952
287,-0.013822567,0.079454383,-0.092577323
288,-0.011937769,0.912445164,-0.076583758
289,-0.010052927,0.787318725,-0.062585756
290,-0.00816805,0.586461843,-0.051736996
291,-0.006283144,0.281541036,-0.045607015
292,-0.004398216,-0.62488213,-0.053234681
293,-0.002513271,-0.749704638,-0.062607214
294,-0.000628318,-0.586900776,-0.06937848
295,0.001256637,-0.509738788,-0.074883923
296,0.003141587,0.562539973,-0.064273044
297,0.005026527,0.098201777,-0.060749784
298,0.006911449,0.686350375,-0.048412874
299,0.008796346,-0.117881424,-0.048355088
300,0.010681212,-0.672792059,-0.056657091
301,0.01256604,0.062850383,-0.053763404
302,0.014450823,-0.560126978,-0.060280904
303,0.016335555,-1.518339836,-0.081002101
304,0.018220229,0.846720103,-0.066077307
305,0.020104838,0.066534066,-0.063006088
306,0.021989376,1.301579833,-0.041358352
307,0.023873836,-0.523326182,-0.047525391
308,0.025758211,-0.084900863,-0.046982273
309,0.027642494,-1.062501642,-0.061165497
310,0.029526679,0.366551862,-0.053644314
311,0.031410759,0.347393793,-0.046497568
312,0.033294728,0.029412873,-0.044242188
313,0.035178578,-0.30644839,-0.047090724
314,0.037062303,0.137579487,-0.043192953
315,0.038945897,-0.386146728,-0.047260568
316,0.040829352,-0.108680728,-0.047080055
317,0.042712662,0.454118732,-0.038394213
318,0.044595821,0.322148084,-0.0318086
319,0.04647882,0.506850908,-0.022492871
320,0.048361655,-0.440685381,-0.027709797
321,0.050244318,0.320185797,-0.021282941
322,0.052126803,-0.072307841,-0.020915344
323,0.054009102,-0.157704761,-0.021852896
324,0.055891209,-0.955605651,-0.034894675
325,0.057773118,-0.05559702,-0.034083679
326,0.059654821,0.016734079,-0.032186717
327,0.061536313,-0.046690546,-0.03127794
328,0.063417586,-0.444482021,-0.036414206
329,0.065298633,0.501309053,-0.0271312
330,0.067179449,0.848091975,-0.012664482
331,0.069060026,0.008064859,-0.011190951
332,0.070940357,-0.613673651,-0.01922074
333,0.072820437,0.392733908,-0.011790663
334,0.074700257,-0.582377709,-0.019334003
335,0.076579813,-0.927412156,-0.031993836
336,0.078459096,-0.341782031,-0.035562903
337,0.0803381,0.031472345,-0.033422485
338,0.082216819,-1.41661316,-0.053204134
339,0.084095246,0.696459744,-0.040786907
340,0.085973374,-0.60242591,-0.048156932
341,0.087851197,0.023858741,-0.045963332
342,0.089728707,0.704022343,-0.03350246
343,0.091605899,-0.230472971,-0.03536208
344,0.093482765,0.382220485,-0.027900442
345,0.095359299,0.514487482,-0.018512338
346,0.097235494,-0.161346439,-0.019539937
347,0.099111344,-0.955261775,-0.032618538
348,0.100986841,0.564368744,-0.022418365
349,0.10286198,0.475614088,-0.013685778
350,0.104736753,0.274888027,-0.008123413
351,0.106611154,-0.048873846,-0.007582501
352,0.108485177,-0.831118011,-0.018985257
353,0.110358813,-0.95556034,-0.032078385
354,0.112232058,-0.669075271,-0.04060179
355,0.114104904,0.166170422,-0.036353841
356,0.115977345,-0.03912351,-0.035272896
357,0.117849373,-0.726938116,-0.044616506
358,0.119720983,0.192318494,-0.039922118
359,0.121592167,-0.629032225,-0.047708198
360,0.12346292,0.813865532,-0.03356488
361,0.125333234,1.082288271,-0.01546593
362,0.127203102,0.532201628,-0.005949348
363,0.129072518,0.537414211,0.003536299
364,0.130941476,0.03444715,0.005191371
365,0.132809969,-0.90704764,-0.007590845
366,0.134677989,-0.430625154,-0.012887463
367,0.136545532,-0.301747566,-0.016137272
368,0.138412589,-0.597883153,-0.023845837
369,0.140279154,-0.300613474,-0.026913747
370,0.142145221,-0.155105294,-0.027725622
371,0.144010783,0.015884957,-0.025927499
372,0.145875833,-0.155006929,-0.02675195
373,0.147740364,0.098016031,-0.023718119
374,0.149604371,-0.827796785,-0.034789219
375,0.151467847,-0.391882427,-0.039074093
376,0.153330784,0.82668086,-0.024817541
377,0.155193176,-0.746224172,-0.034633055
378,0.157055017,0.170786363,-0.030391097
379,0.1589163,0.581792819,-0.019950151
380,0.160777018,-0.004835035,-0.018573388
381,0.162637165,-0.948653542,-0.031569168
382,0.164496734,-0.083850485,-0.031232998
383,0.166355719,-0.151258867,-0.031924382
384,0.168214113,1.317687742,-0.010246634
385,0.170071909,0.124732995,-0.007023469
386,0.1719291,0.115689451,-0.003981441
387,0.173785681,0.412043258,0.003559262
388,0.175641644,0.163781692,0.00719735
389,0.177496984,-0.166476577,0.005720124
390,0.179351692,-0.132135416,0.004790664
391,0.181205764,0.053392637,0.006719053
392,0.183059191,-0.065705175,0.00679411
393,0.184911968,-0.236581903,0.004247993
394,0.186764088,1.295901957,0.02527836
395,0.188615545,1.622790034,0.051149219
396,0.190466331,-0.471169941,0.04432869
397,0.192316441,0.506192651,0.052711889
398,0.194165867,0.164487528,0.055696949
399,0.196014604,-0.023411545,0.05573307
400,0.197862644,1.327170182,0.076690212
401,0.199709981,-0.17506942,0.074078605
402,0.201556608,0.220040725,0.07762979
403,0.203402519,-0.647346719,0.067684844
404,0.205247708,-1.37899723,0.046574026
405,0.207092167,1.061866658,0.063529581
406,0.20893589,-0.361417165,0.058222041
407,0.210778872,-0.297904922,0.053975031
408,0.212621104,-0.002535225,0.054358408
409,0.21446258,-1.531398448,0.031123519
410,0.216303295,-1.64183469,0.006617144
411,0.218143241,0.08192246,0.008958265
412,0.219982413,-0.516710717,0.002086505
413,0.221820802,-0.017482067,0.002965719
414,0.223658403,0.359947588,0.009621248
415,0.22549521,0.995494385,0.02597104
416,0.227331216,-0.0661439,0.025767311
417,0.229166413,-0.537900109,0.018307075
418,0.231000797,-0.248026326,0.015415817
419,0.23283436,0.120493025,0.018230394
420,0.234667095,-0.237192172,0.015506744
421,0.236498997,-0.991604259,0.001251906
422,0.238330058,-0.483901626,-0.004996642
423,0.240160273,-0.597615397,-0.012882784
424,0.241989634,-0.225851266,-0.014975443
425,0.243818136,-0.79532031,-0.025705948
426,0.245645771,-0.284023511,-0.028493896
427,0.247472534,0.349690483,-0.021608308
428,0.249298417,-0.249399074,-0.023930982
429,0.251123414,0.60084294,-0.013270408
430,0.252947519,0.884050721,0.001607031
431,0.254770726,-0.636460695,-0.006979689
432,0.256593027,0.37290168,-1.64E-06
433,0.258414416,1.135339202,0.018599495
434,0.260234888,0.464452288,0.026665971
435,0.262054434,0.102056936,0.02904366
436,0.26387305,-0.844537408,0.016816437
437,0.265690728,0.227311612,0.02125521
438,0.267507462,-0.217564572,0.018789068
439,0.269323246,0.570878862,0.028492764
440,0.271138072,-0.938437284,0.014831692
441,0.272951936,-0.233610281,0.012212932
442,0.274764829,-0.084079278,0.011928305
443,0.276576746,0.07014074,0.01401633
444,0.278387681,0.179778146,0.01776126
445,0.280197626,-0.896906949,0.004918724
446,0.282006576,0.51638324,0.01395236
447,0.283814524,0.36987248,0.020621672
448,0.285621463,0.679719141,0.031980589
449,0.287427388,0.23720373,0.036370441
450,0.289232291,0.488007712,0.04457505
451,0.291036167,0.481793943,0.052577615
452,0.292839008,0.634951914,0.062847167
453,0.29464081,-0.382697605,0.057220206
454,0.296441564,0.616240812,0.067139715
455,0.298241265,1.727349716,0.094167545
456,0.300039906,0.042121981,0.094677418
457,0.301837482,0.207080456,0.097740754
458,0.303633984,-0.543976749,0.089102983
459,0.305429408,-0.482130292,0.081550226
460,0.307223747,0.486859909,0.089138016
461,0.309016994,0.619454713,0.09867999
462,0.310809144,1.060179585,0.114933088
463,0.312600189,-0.532096222,0.106233999
464,0.314390123,0.963937915,0.120886609
465,0.31617894,-0.520467477,0.112284169
466,0.317966634,-0.22318514,0.108419046
467,0.319753198,0.136618661,0.110195085
468,0.321538626,-0.52568751,0.101662681
469,0.323322911,-0.279336886,0.097076192
470,0.325106048,-0.279063647,0.092559502
471,0.32688803,-1.339606717,0.071658954
472,0.32866885,0.245461849,0.075637788
473,0.330448502,0.657109372,0.085947439
474,0.33222698,-0.121191603,0.084039167
475,0.334004278,0.603121672,0.093397409
476,0.335780389,-0.878200632,0.079638049
477,0.337555307,-0.013533037,0.079489335
478,0.339329026,0.67066384,0.089957491
479,0.341101539,-0.215953052,0.086521804
480,0.34287284,-0.075112026,0.085320339
481,0.344642923,-0.063327893,0.084318742
482,0.346411781,1.13172716,0.101879075
483,0.348179409,-0.178720833,0.098851591
484,0.349945799,0.806964984,0.111170515
485,0.351710946,0.119937037,0.11264883
486,0.353474844,0.75152897,0.123912469
487,0.355237485,-0.750054419,0.111702919
488,0.356998865,0.804353814,0.123800188
489,0.358758975,-0.125241045,0.12129353
490,0.360517811,-0.784234275,0.108589917
491,0.362275367,0.368213915,0.113959551
492,0.364031635,-0.180373342,0.110735551
493,0.365786609,0.524179158,0.118496582
494,0.367540284,0.001737492,0.118036166
495,0.369292653,-0.640314431,0.107612923
496,0.37104371,0.681824568,0.117865965
497,0.372793449,-0.025794758,0.116986766
498,0.374541863,0.480731801,0.123984531
499,0.376288946,0.782011398,0.135557875
500,0.378034692,0.555247676,0.143444255
501,0.379779096,-0.152541337,0.140239298
502,0.381522149,0.038649043,0.140045151
503,0.383263847,1.004685648,0.154832348
504,0.385004184,0.232375822,0.157434106
505,0.386743152,-0.505206784,0.148569003
506,0.388480747,0.595895732,0.156893954
507,0.390216961,-0.22217382,0.152423501
508,0.391951788,0.765240926,0.163313091
509,0.393685223,0.306936107,0.166946858
510,0.395417259,-0.081984373,0.164509699
511,0.397147891,-0.635053077,0.153538808
512,0.398877111,-2.141274075,0.119335219
513,0.400604914,-0.783959663,0.106663376
514,0.402331293,0.60766513,0.115778178
515,0.404056243,-0.167180459,0.112733409
516,0.405779758,-0.619407787,0.102709785
517,0.40750183,0.635774505,0.112316713
518,0.409222455,-0.751564569,0.100247309
519,0.410941626,1.316264313,0.120454654
520,0.412659337,-1.168736545,0.101792827
521,0.414375581,0.518637147,0.109593809
522,0.416090353,-0.170594847,0.106583208
523,0.417803647,0.618934397,0.115874141
524,0.419515456,0.631519266,0.125228718
525,0.421225775,-0.820357792,0.111909166
526,0.422934597,0.092878968,0.112956926
527,0.424641916,1.211692817,0.131359115
528,0.426347727,-0.424240708,0.124104947
529,0.428052023,-0.336413338,0.118315265
530,0.429754798,-0.194066909,0.114817187
531,0.431456046,0.224169945,0.117862374
532,0.433155761,0.136631095,0.119505256
533,0.434853937,-0.849530863,0.105812952
534,0.436550567,-0.225555085,0.102002442
535,0.438245647,0.249945021,0.105628535
536,0.43993917,1.32886309,0.12595515
537,0.441631129,-0.802375201,0.112904832
538,0.44332152,-0.190686381,0.109535456
539,0.445010335,1.213750387,0.128019154
540,0.446697569,0.460720548,0.134548202
541,0.448383216,-1.607204415,0.108883098
542,0.45006727,0.034170046,0.109061882
543,0.451749725,-0.099635914,0.107160509
544,0.453430574,0.221235307,0.11026822
545,0.455109813,0.336886605,0.115127817
546,0.456787434,0.890198064,0.128508583
547,0.458463433,0.058288904,0.12878485
548,0.460137802,0.252314416,0.132068604
549,0.461810537,-0.219471747,0.127983376
550,0.463481631,-0.329670701,0.122244284
551,0.465151078,-0.075933826,0.120525047
552,0.466818872,0.127572224,0.121989608
553,0.468485008,0.58579728,0.130546734
554,0.470149479,0.080472736,0.131138399
555,0.47181228,0.226198664,0.133983523
556,0.473473404,-0.285584698,0.1288452
557,0.475132846,-0.134777921,0.126119718
558,0.4767906,0.509919813,0.133439749
559,0.47844666,0.442379757,0.139606059
560,0.48010102,-0.536921569,0.130489245
561,0.481753674,0.750165414,0.141473249
562,0.483404616,-0.459962721,0.133525327
563,0.485053841,1.322942454,0.153344586
564,0.486701343,-0.250902575,0.148477525
565,0.488347115,0.940906755,0.162147328
566,0.489991152,-0.406879465,0.154743478
567,0.491633448,0.967442976,0.168726668
568,0.493273997,0.689357934,0.178192914
569,0.494912793,0.085686842,0.178191915
570,0.496549832,-0.361237837,0.171282083
571,0.498185105,-0.001890908,0.170024082
572,0.499818609,1.255724365,0.188213706
573,0.501450337,0.525968978,0.19485952
574,0.503080283,-0.027311593,0.19288215
575,0.504708442,-0.584155256,0.182339787
576,0.506334807,0.045458685,0.181659073
577,0.507959374,-0.31941313,0.175350159
578,0.509582135,1.170177706,0.192131072
579,0.511203086,-0.20930506,0.187384129
580,0.512822221,-0.861254454,0.172626361
581,0.514439534,0.625391071,0.181044549
582,0.516055019,0.390064342,0.185702622
583,0.51766867,2.238964125,0.218723431
584,0.519280482,1.547687893,0.240504667
585,0.520890449,0.420309331,0.244728699
586,0.522498565,0.522783652,0.250445426
587,0.524104824,0.258792726,0.252064347
588,0.525709222,-0.810076878,0.23739247
589,0.527311751,-0.008336079,0.235126898
590,0.528912408,0.625050534,0.242553428
591,0.530511184,0.592875991,0.249370292
592,0.532108076,-1.10945969,0.23015134
593,0.533703077,-0.408299054,0.221861586
594,0.535296182,-0.101562999,0.218377188
595,0.536887385,-0.917271314,0.202405885
596,0.538476681,0.85306573,0.213856623
597,0.540064063,0.750132152,0.223540768
598,0.541649526,-0.643363983,0.211722836
599,0.543233065,-0.643594148,0.200037494
600,0.544814674,-0.080523934,0.197169468
601,0.546394347,1.108844184,0.212635025
602,0.547972078,-0.646692168,0.20089142
603,0.549547863,-0.742899482,0.18780233
604,0.551121695,0.302834893,0.19101499
605,0.552693569,0.768811496,0.201356366
606,0.554263479,0.30438248,0.20439373
607,0.555831419,-0.206101284,0.199534073
608,0.557397385,-0.326170524,0.192887902
609,0.558961371,0.751338607,0.202930495
610,0.56052337,-0.324574243,0.196265355
611,0.562083378,-0.080247276,0.193452939
612,0.563641389,-0.201356692,0.188811064
613,0.565197397,0.414513635,0.193730339
614,0.566751396,-0.908087214,0.178174287
615,0.568303383,0.502806279,0.184615314
616,0.569853349,0.424497216,0.189751312
617,0.571401292,0.250544253,0.192129448
618,0.572947204,0.075184386,0.191770002
619,0.57449108,0.489435951,0.197798893
620,0.576032915,-0.055026955,0.195354179
621,0.577572703,0.735506785,0.205113664
622,0.57911044,0.841446183,0.216341332
623,0.580646118,0.120556948,0.216339007
624,0.582179734,0.711083541,0.225384727
625,0.583711281,1.170390525,0.241288558
626,0.585240754,-1.533054026,0.215647653
627,0.586768148,0.311147905,0.218577936
628,0.588293457,-0.720593818,0.205629423
629,0.589816675,0.713629852,0.214887694
630,0.591337798,0.337506224,0.218233451
631,0.59285682,-1.134476315,0.198920652
632,0.594373736,-0.014072045,0.197091445
633,0.595888539,-0.111852511,0.193780735
634,0.597401226,0.019318387,0.192537159
635,0.598911789,-0.564872677,0.182296827
636,0.600420225,-0.569696493,0.172110081
637,0.601926528,1.161560093,0.188812241
638,0.603430692,0.848310099,0.200412616
639,0.604932711,0.515824782,0.206715271
640,0.606432582,0.230026528,0.208531216
641,0.607930298,-0.416707969,0.200376675
642,0.609425853,0.273182191,0.202948526
643,0.610919244,-0.187205046,0.198398784
644,0.612410464,0.123639854,0.198697463
645,0.613899508,0.61999122,0.206628069
