,deniosed_signal,model_output,ground_truth
109,4.9740459360709774,4.494179725646973,5.5358267949789965
110,4.8306383751281,4.589466094970703,5.587785252292473
111,5.820553863471769,4.519136905670166,5.63742398974869
112,5.6606503913656745,4.931450843811035,5.684547105928689
113,5.9344017248347365,5.161960601806641,5.728968627421411
114,5.474416897607635,5.358105182647705,5.770513242775789
115,6.295478393331685,5.4010419845581055,5.809016994374947
116,5.8769272819097855,5.57325553894043,5.844327925502014
117,6.917830565220613,5.578860282897949,5.8763066800438635
118,6.418872910124433,5.713865280151367,5.904827052466019
119,5.834626707974818,5.746163368225098,5.929776485888251
120,6.854432043516749,5.750589847564697,5.951056516295154
121,6.694495684126192,5.785351753234863,5.968583161128631
122,6.350153140227155,5.810624599456787,5.982287250728689
123,6.367120777766243,5.793307304382324,5.9921147013144775
124,6.291421093193365,5.790926456451416,5.998026728428272
125,6.599359550172533,5.801109790802002,6.0
126,7.076532722322905,5.794046878814697,5.998026728428272
127,6.030575404258572,5.811555862426758,5.9921147013144775
128,6.238472661704162,5.799443244934082,5.982287250728689
129,5.29001744482732,5.792972087860107,5.968583161128631
130,7.15011533382814,5.736756801605225,5.951056516295154
131,5.701246505937193,5.781966686248779,5.929776485888252
132,6.65336969072596,5.700705051422119,5.904827052466019
133,6.735396166788673,5.750082969665527,5.8763066800438635
134,6.193291329265403,5.781275749206543,5.844327925502015
135,5.415050403864167,5.801712512969971,5.8090169943749475
136,5.903835860625593,5.708517074584961,5.770513242775788
137,6.404548928775563,5.711977958679199,5.728968627421411
138,4.795080955702589,5.7027587890625,5.68454710592869
139,6.621207935595086,5.512357234954834,5.637423989748691
140,5.099673462990015,5.603489875793457,5.587785252292473
141,5.214070267295114,5.5458784103393555,5.535826794978997
142,5.486687211951162,5.454045295715332,5.481753674101716
143,6.149282099031771,5.333508014678955,5.425779291565074
144,5.241184043953101,5.509581565856934,5.368124552684678
145,4.456472835376183,5.320610046386719,5.3090169943749475
146,5.718902357688344,5.189793109893799,5.248689887164855
147,4.975192187749667,5.288674354553223,5.187381314585726
148,5.026971131109516,5.194129467010498,5.125333233564304
149,5.185807691711867,4.997626304626465,5.0627905195293135
150,4.73008186317634,4.9971771240234375,5.0
151,5.115979158333834,4.991090774536133,4.937209480470687
152,5.59556225886828,4.894686698913574,4.874666766435697
153,4.446407035210858,5.050001621246338,4.812618685414275
154,4.437034356058742,4.9173784255981445,4.751310112835145
155,5.08469676493589,4.75985050201416,4.6909830056250525
156,4.194642628550541,4.835461616516113,4.6318754473153225
157,5.592119463219412,4.641208171844482,4.574220708434927
158,5.649142392779247,4.745538711547852,4.518246325898285
159,4.580199017951378,5.010426044464111,4.4641732050210035
160,4.7310301029120865,4.974958419799805,4.4122147477075275
161,3.6468209733143055,4.89436149597168,4.36257601025131
162,4.077160863075033,4.745288372039795,4.315452894071311
163,3.57005798005447,4.432308673858643,4.271031372578589
164,3.4111334981295265,4.014988899230957,4.229486757224212
165,3.1660935159954193,3.826679229736328,4.1909830056250525
166,4.612208231901718,3.604968547821045,4.155672074497986
167,5.035682052458613,3.8368587493896484,4.123693319956137
168,3.776773517771565,4.1302947998046875,4.095172947533981
169,4.3945540360002635,4.1022186279296875,4.070223514111749
170,4.149636179468251,4.220163822174072,4.048943483704846
171,4.017383331586285,4.275289535522461,4.031416838871369
172,3.4295107077462212,4.157248497009277,4.017712749271311
173,3.4024360795837767,3.87373685836792,4.0078852986855225
174,4.362876917315754,3.804041862487793,4.001973271571728
175,3.6178799823924552,3.8515658378601074,4.0
176,4.509382589001521,3.769745349884033,4.001973271571728
177,2.8079128875684316,3.9108781814575195,4.0078852986855225
178,3.6470001787220516,3.822063446044922,4.017712749271311
179,3.816506692034456,3.822488784790039,4.031416838871369
180,3.36909654895912,3.749577522277832,4.048943483704846
181,3.847356969619187,3.703545570373535,4.070223514111748
182,4.337882719399355,3.625607967376709,4.095172947533981
183,2.2342932137555374,3.8113303184509277,4.1236933199561365
184,4.375086226934898,3.732914924621582,4.155672074497985
185,4.803677491785221,3.868905544281006,4.1909830056250525
186,4.143684962033596,4.145389080047607,4.229486757224212
187,4.241797399484706,4.166835784912109,4.271031372578589
188,4.111257381536412,4.149219036102295,4.31545289407131
189,4.688687636307845,4.195311546325684,4.362576010251309
190,4.312873679691533,4.285921573638916,4.412214747707527
191,5.39197548838695,4.1989946365356445,4.464173205021003
192,3.75880517380323,4.54082727432251,4.518246325898284
193,4.345351162583081,4.409379482269287,4.574220708434926
194,5.085589309780784,4.4185919761657715,4.631875447315322
195,4.556081916542582,4.552581310272217,4.690983005625052
196,4.2717316765376205,4.57139778137207,4.751310112835144
197,5.415491866304824,4.3422064781188965,4.812618685414274
198,4.214165512212357,4.694363117218018,4.874666766435696
199,4.7719353987833815,4.620687484741211,4.9372094804706865
200,4.786844570297474,4.574049949645996,4.999999999999999
201,5.551253124998824,4.617791652679443,5.062790519529311
202,5.4501335840408185,4.902866840362549,5.125333233564303
203,4.911061651738027,4.956254959106445,5.187381314585723
204,5.969608242110802,5.01369571685791,5.248689887164855
205,4.441316680287546,5.25550651550293,5.309016994374945
206,4.785805956445091,5.153120994567871,5.3681245526846775
207,5.860390484742326,5.01028299331665,5.425779291565071
208,6.036922605648906,5.150782108306885,5.481753674101715
209,5.807424755774391,5.355812072753906,5.535826794978995
210,5.623391742624746,5.358911514282227,5.5877852522924725
211,5.858490263126205,5.461676597595215,5.637423989748689
212,6.990344284246276,5.555292129516602,5.684547105928689
213,6.471413539843098,5.697920799255371,5.728968627421411
214,6.388117307850674,5.7336907386779785,5.770513242775789
215,7.013875152036659,5.763774871826172,5.8090169943749475
216,5.81571230870162,5.814157962799072,5.844327925502015
217,6.238822204481722,5.806789875030518,5.876306680043863
218,6.314255291531245,5.7788543701171875,5.90482705246602
219,6.124727858929726,5.771424293518066,5.929776485888251
220,6.418508933733944,5.755702018737793,5.951056516295154
221,6.053810640739435,5.7262372970581055,5.968583161128631
222,6.219868087367896,5.7336931228637695,5.982287250728689
223,5.6211592074683185,5.732507705688477,5.9921147013144775
224,6.183841122444058,5.676469802856445,5.998026728428272
225,7.076971631788684,5.684001445770264,6.0
226,5.544873652171176,5.753008842468262,5.998026728428272
227,5.937241732652268,5.712732791900635,5.9921147013144775
228,6.445642964958143,5.690761566162109,5.982287250728689
229,4.59980922605255,5.743868350982666,5.968583161128631
230,5.966576899602179,5.617302894592285,5.9510565162951545
231,5.730488125915371,5.507785797119141,5.929776485888252
232,5.810903640274022,5.523953437805176,5.90482705246602
233,5.09170179723172,5.514692306518555,5.8763066800438635
234,6.311412035384426,5.3284759521484375,5.844327925502016
235,5.459288870661019,5.542762756347656,5.8090169943749475
236,6.316479227683965,5.47807502746582,5.77051324277579
237,4.519094981572244,5.570473670959473,5.728968627421411
238,4.840436186808474,5.404006004333496,5.68454710592869
239,5.2420114437008705,5.335700035095215,5.63742398974869
240,4.83667609593567,5.169117450714111,5.587785252292473
241,5.238081541397489,5.05025577545166,5.535826794978996
242,5.102826451276215,4.864068031311035,5.481753674101716
243,4.148220457206981,4.951211929321289,5.425779291565073
244,5.0210308735059055,4.792381286621094,5.368124552684678
245,5.323312924095859,4.7703423500061035,5.309016994374947
246,4.900082412508378,4.894070148468018,5.248689887164856
247,4.363952018307466,4.832343101501465,5.187381314585724
248,5.391091110449517,4.673528671264648,5.125333233564304
249,4.659363237630807,4.910525321960449,5.062790519529312
250,5.301388917421296,4.825872421264648,5.000000000000001
251,5.259303077957099,4.862903118133545,4.937209480470689
252,4.50423519352037,4.9452714920043945,4.874666766435697
253,4.527338964439071,4.9077348709106445,4.812618685414277
254,4.7230573749064995,4.73305606842041,4.751310112835146
255,4.2461205338026335,4.729182243347168,4.690983005625055
256,4.87488478510375,4.510911464691162,4.631875447315322
257,4.028426104993834,4.470309734344482,4.57422070843493
258,3.97065331535456,4.355291366577148,4.518246325898285
259,5.187133518501912,4.235163688659668,4.4641732050210035
260,3.6667286512751156,4.425382614135742,4.4122147477075275
261,4.378490369379284,4.287820339202881,4.362576010251311
262,4.263273117247506,4.20587682723999,4.315452894071313
263,4.083387236733993,4.227339267730713,4.27103137257859
264,3.745398484731074,4.2130537033081055,4.22948675722421
265,3.911126707524126,3.9391798973083496,4.190983005625054
266,3.818913463225031,3.9503846168518066,4.155672074497985
267,3.8322852676002395,3.860431671142578,4.1236933199561365
268,4.384926168625183,3.798792839050293,4.09517294753398
269,3.802601570237781,3.8932509422302246,4.070223514111749
270,4.036530085004647,3.8812026977539062,4.048943483704846
271,4.870171740146523,3.900926113128662,4.031416838871369
272,4.925999435626773,4.15372896194458,4.017712749271311
273,3.52802117048118,4.381564140319824,4.0078852986855225
274,2.7592761036978137,4.208506107330322,4.001973271571728
275,3.817864732935777,4.066341400146484,4.0
276,3.4281311859045047,4.015027046203613,4.001973271571728
277,4.430807655423951,3.7763023376464844,4.0078852986855225
278,3.8678190865825615,3.7532095909118652,4.01771274927131
279,4.628860941460455,3.788224220275879,4.031416838871369
280,5.061380125116189,4.03289270401001,4.048943483704846
281,4.2855826269552075,4.326833248138428,4.070223514111748
282,4.6666289982071305,4.384900093078613,4.09517294753398
283,4.184280457339737,4.436639308929443,4.123693319956136
284,4.610058678068081,4.4298553466796875,4.155672074497984
285,4.521456926507775,4.433696269989014,4.190983005625053
286,3.980451437614561,4.339781761169434,4.229486757224209
287,4.3455013341252196,4.255828380584717,4.271031372578589
288,5.941086768268507,4.203790187835693,4.315452894071312
289,5.5215107325703014,4.738006114959717,4.36257601025131
290,6.418350380143471,4.953195095062256,4.412214747707527
291,4.9841451800852195,5.347006320953369,4.464173205021003
292,4.187180798872704,5.376068115234375,4.518246325898284
293,5.282373710687448,5.283105850219727,4.574220708434929
294,5.009367702072432,5.185124397277832,4.63187544731532
295,4.412736637200258,5.092766284942627,4.690983005625053
296,5.557414570966814,4.683429718017578,4.751310112835146
297,4.906925021064242,4.87146520614624,4.812618685414276
298,3.8824570511819196,4.94368839263916,4.874666766435696
299,6.230480135278711,4.671158790588379,4.9372094804706865
300,4.157561426051823,5.069849014282227,4.999999999999999
301,5.555070157103934,4.963052272796631,5.062790519529313
302,5.417421556138336,5.01739501953125,5.1253332335643025
303,4.375774662928051,5.1157941818237305,5.187381314585723
304,5.560099240389317,5.081975936889648,5.248689887164852
305,5.21811117447329,5.002987861633301,5.309016994374945
306,6.016708710578615,5.12508487701416,5.368124552684678
307,4.6164251075432094,5.264557838439941,5.425779291565069
308,6.257400154206459,5.1138763427734375,5.481753674101715
309,4.74115405402025,5.414685249328613,5.5358267949789965
310,5.661588954373851,5.278693199157715,5.5877852522924725
311,5.115323786618543,5.348936080932617,5.637423989748688
312,5.2348358140986315,5.207391262054443,5.684547105928687
313,6.111495320635395,5.2614827156066895,5.72896862742141
314,5.38561093856533,5.3009748458862305,5.77051324277579
315,6.6529576323466975,5.356247901916504,5.809016994374946
316,6.3661381376831425,5.546316146850586,5.844327925502015
317,5.882837920531336,5.662174224853516,5.8763066800438635
318,5.994789796402567,5.691727638244629,5.904827052466019
319,5.106234526698971,5.681333541870117,5.929776485888251
320,6.588923231909767,5.632238864898682,5.951056516295154
321,5.746702171453429,5.652225971221924,5.968583161128631
322,5.949732369634893,5.594452857971191,5.982287250728689
323,5.9279364099491625,5.602798938751221,5.9921147013144775
324,5.143873307528155,5.598752975463867,5.998026728428272
325,5.505407657943055,5.566452980041504,6.0
326,6.772847709686525,5.436864852905273,5.998026728428272
327,5.52798803248092,5.6080522537231445,5.9921147013144775
328,6.611291152721259,5.557852745056152,5.98228725072869
329,5.4910797493467625,5.653791427612305,5.968583161128631
330,4.951709278730384,5.65280294418335,5.951056516295154
331,4.670320990294376,5.578552722930908,5.929776485888252
332,5.710666588203754,5.297196865081787,5.90482705246602
333,5.429915685012089,5.340702533721924,5.876306680043864
334,4.866336332177635,5.1607584953308105,5.844327925502016
335,5.372523996724702,5.0427703857421875,5.809016994374947
336,5.762405035101554,5.118402004241943,5.770513242775791
337,5.297377419525107,5.292473316192627,5.728968627421411
338,5.478148218233576,5.22943115234375,5.684547105928688
339,4.248302775555179,5.244673252105713,5.63742398974869
340,5.341570466028413,5.10610294342041,5.587785252292473
341,5.439195623883378,5.113856315612793,5.535826794978997
342,5.700927084417592,5.0845842361450195,5.481753674101717
343,5.660430500173148,5.1891303062438965,5.425779291565071
344,4.931855239234499,5.243818759918213,5.36812455268468
345,4.523924580084322,5.263967514038086,5.309016994374947
346,5.317057407332301,5.109580039978027,5.248689887164854
347,5.796234581934491,5.1013336181640625,5.187381314585725
348,4.763132181159183,5.171491622924805,5.125333233564304
349,5.153655576250793,5.005448341369629,5.0627905195293135
350,5.100596490262393,5.03817081451416,5.000000000000001
351,6.3967254763596255,5.098339080810547,4.937209480470687
352,5.584065475194377,5.360401153564453,4.8746667664356975
353,5.546577155712334,5.340771675109863,4.812618685414277
354,5.468962031004705,5.41536808013916,4.751310112835148
355,4.136798500487478,5.435230255126953,4.690983005625055
356,4.728679911908509,5.277388572692871,4.631875447315322
357,5.405243204373385,4.9771246910095215,4.574220708434931
358,4.409393340529571,4.981680870056152,4.518246325898285
359,4.450026711308553,4.753726482391357,4.4641732050210035
360,5.234943873881861,4.546586036682129,4.4122147477075275
361,3.795493055150389,4.767594814300537,4.362576010251312
362,5.813153677701867,4.569406986236572,4.315452894071313
363,4.74829763520205,4.798403263092041,4.27103137257859
364,5.1852170182294595,4.8235883712768555,4.22948675722421
365,4.749443230248094,4.947844982147217,4.190983005625054
366,3.8442993571953044,4.848611831665039,4.155672074497985
367,3.9191979085221975,4.757805824279785,4.1236933199561365
368,4.06887631552827,4.364321231842041,4.095172947533981
369,3.96110073357202,4.2284650802612305,4.070223514111749
370,5.150695413614504,3.9941110610961914,4.048943483704846
371,3.585112080096282,4.205217361450195,4.031416838871369
372,4.713051430555463,4.117040634155273,4.017712749271311
373,4.480871029497841,4.28066873550415,4.0078852986855225
374,5.407818482651088,4.341763973236084,4.001973271571728
375,4.649852861666765,4.677311897277832,4.0
376,3.866597308291534,4.58206844329834,4.001973271571728
377,5.177556785999746,4.524519920349121,4.0078852986855225
378,4.840697276221108,4.666258811950684,4.01771274927131
379,6.382073687244287,4.722401142120361,4.031416838871369
380,5.541503915575978,5.098113059997559,4.048943483704846
381,5.86097128044643,5.233490943908691,4.070223514111748
382,4.1559461976971255,5.438223838806152,4.09517294753398
383,4.536251071615475,5.273713111877441,4.123693319956136
384,4.75508583493616,5.184279441833496,4.155672074497984
385,3.8706334700036695,4.874035835266113,4.190983005625053
386,4.916281502566704,4.542545318603516,4.229486757224208
387,4.083305808142839,4.379520416259766,4.271031372578588
388,4.4880764527247115,4.328287601470947,4.315452894071311
389,3.794974851392812,4.32532262802124,4.36257601025131
390,4.100866181247761,4.137697219848633,4.412214747707526
391,4.248280576489689,4.147335052490234,4.464173205021003
392,5.028157051423241,4.037491321563721,4.518246325898283
393,4.477594693566996,4.292941570281982,4.574220708434929
394,4.9960194454317,4.296868801116943,4.63187544731532
395,3.102995866417163,4.523619651794434,4.690983005625053
396,4.2373895799323735,4.342364311218262,4.751310112835146
397,5.287736458207228,4.320523262023926,4.812618685414275
398,3.705236723466253,4.481939315795898,4.874666766435696
399,4.464025655925832,4.315108299255371,4.937209480470686
400,3.7038513665145083,4.230130195617676,4.999999999999999
401,4.330474043952488,4.204358100891113,5.062790519529312
402,4.925453897958582,4.2188262939453125,5.125333233564299
403,5.103322100388356,4.219581604003906,5.187381314585726
404,4.372605026340706,4.501434326171875,5.248689887164852
405,4.936865673439414,4.461388111114502,5.309016994374945
406,5.553470155446767,4.648104667663574,5.368124552684675
407,3.771736692259312,4.920101165771484,5.425779291565073
408,4.331325178208395,4.690591812133789,5.481753674101715
409,5.3764560222821665,4.530179500579834,5.5358267949789965
410,4.571433335336979,4.775097846984863,5.58778525229247
411,4.555623815745682,4.691362380981445,5.637423989748691
412,5.425944460006157,4.492474555969238,5.684547105928687
413,4.7253310821222385,4.811000347137451,5.72896862742141
414,4.230960556311306,4.836516857147217,5.770513242775788
415,5.631662010805518,4.601352691650391,5.809016994374948
416,5.000207257827469,4.883903503417969,5.844327925502015
417,4.488954462160715,4.940639019012451,5.8763066800438635
418,5.817193513644935,4.751039028167725,5.904827052466018
419,5.6432531643160635,5.033422470092773,5.929776485888253
420,5.009072285341382,5.237608909606934,5.951056516295154
421,4.804796204988569,5.1284308433532715,5.968583161128631
422,5.936765440794817,5.067194938659668,5.982287250728689
423,4.809052433378613,5.308724403381348,5.9921147013144775
424,5.585750890258843,5.1363325119018555,5.998026728428272
425,6.009555127866717,5.159173011779785,6.0
426,5.231554879841246,5.346433639526367,5.998026728428272
427,6.44379770435129,5.36435604095459,5.992114701314478
428,4.934252929265182,5.490604400634766,5.982287250728689
429,6.2377634886975635,5.45440673828125,5.968583161128631
430,6.668963635066192,5.553290843963623,5.951056516295154
431,5.393657706246643,5.652167320251465,5.929776485888254
432,6.2827549409343435,5.637444496154785,5.904827052466019
433,5.218189194857388,5.638965606689453,5.876306680043864
434,5.867561748200728,5.6234049797058105,5.844327925502016
435,5.841664223017434,5.589956283569336,5.809016994374949
436,6.467654393260274,5.506810188293457,5.770513242775789
437,5.5347757960477,5.633589744567871,5.728968627421412
438,6.357164926626364,5.5554094314575195,5.684547105928689
439,4.699756330350406,5.662014007568359,5.637423989748693
440,5.785135597166098,5.535383224487305,5.587785252292472
441,5.815113740319269,5.531444549560547,5.535826794978998
442,5.330939243818582,5.464877605438232,5.481753674101717
443,5.5773373382559885,5.424471855163574,5.425779291565075
444,6.902921589594528,5.325919151306152,5.368124552684677
445,6.583380229168136,5.625124931335449,5.309016994374947
446,6.052985690383142,5.704372406005859,5.248689887164854
447,5.5678874431064616,5.7155256271362305,5.187381314585728
448,5.09182307413505,5.709128379821777,5.125333233564301
449,5.993201619417375,5.651698112487793,5.062790519529314
450,4.700425247174228,5.56907844543457,5.000000000000001
451,5.301068150468136,5.318538188934326,4.937209480470688
452,5.962241701562132,5.206674575805664,4.874666766435701
453,6.0396663897578255,5.313897609710693,4.812618685414274
454,4.77231118164705,5.456177711486816,4.751310112835148
455,5.944031340586431,5.27315616607666,4.690983005625055
456,4.728855345077246,5.438937187194824,4.631875447315325
457,5.25531681908069,5.332931995391846,4.574220708434927
458,5.625524278971189,5.2260966300964355,4.518246325898285
459,5.318438694328211,5.189165115356445,4.464173205021004
460,4.967309301443125,5.247767448425293,4.41221474770753
461,4.303621183748835,5.080284595489502,4.362576010251309
462,5.693969744216994,4.962602138519287,4.315452894071313
463,4.236378108874947,5.0954132080078125,4.27103137257859
464,4.5713370410544005,4.828980922698975,4.229486757224213
465,5.4703821116042946,4.678788185119629,4.1909830056250525
466,5.2017652190894275,4.84473991394043,4.155672074497985
467,4.215200116293809,4.982356071472168,4.1236933199561365
468,5.296475367711961,4.687320709228516,4.095172947533982
469,4.138817811948382,4.887837886810303,4.070223514111747
470,4.740343060852566,4.764408111572266,4.048943483704846
471,4.2590472012815015,4.628058910369873,4.031416838871369
472,5.289803333590458,4.433897972106934,4.017712749271312
473,4.189305506656453,4.68714714050293,4.0078852986855225
474,3.244197033206521,4.45789098739624,4.001973271571728
475,3.9414593291077775,4.285823822021484,4.0
476,3.798706098764772,4.1325507164001465,4.001973271571728
477,5.058261739077804,4.040413856506348,4.007885298685522
478,4.600037052313962,4.1084489822387695,4.017712749271311
479,4.786809684896658,4.20944356918335,4.031416838871369
480,3.3886085108509167,4.422797203063965,4.048943483704846
481,3.2200775836206863,4.285414218902588,4.070223514111746
482,4.791830271843895,4.159821033477783,4.095172947533981
483,3.9012120023175525,4.17488431930542,4.123693319956136
484,3.751079540625371,4.044540882110596,4.155672074497984
485,3.9567649183730422,3.864881992340088,4.190983005625051
486,3.481857843916822,3.9137678146362305,4.229486757224211
487,4.344174622701546,3.8870744705200195,4.271031372578588
488,3.608028100095847,3.8525285720825195,4.315452894071311
489,2.779814347380491,3.798020362854004,4.362576010251307
490,2.7787652753382517,3.696279525756836,4.412214747707528
491,4.65754874259588,3.5857295989990234,4.464173205021002
492,3.5386185146520788,3.8506178855895996,4.518246325898283
493,4.7173578862208805,3.731297492980957,4.574220708434925
494,3.3824861511110944,3.982729434967041,4.6318754473153225
495,3.9419215031729813,3.9455184936523438,4.690983005625053
496,3.025806589052504,4.000650882720947,4.751310112835146
497,3.9889515063465417,3.7659831047058105,4.812618685414272
498,2.830269449225374,3.8265867233276367,4.874666766435698
499,3.6206218365894323,3.5889039039611816,4.937209480470686
500,4.07743822645965,3.613107681274414,4.999999999999999
501,3.4275355107856442,3.6725783348083496,5.062790519529312
502,3.9389023628028523,3.672919273376465,5.125333233564299
503,4.441077202838778,3.688849449157715,5.187381314585726
504,4.053156728967784,3.8936853408813477,5.248689887164852
505,4.520849241592444,3.9419407844543457,5.309016994374945
506,4.564534995897237,4.055643081665039,5.368124552684675
507,4.080974019227028,4.221540451049805,5.425779291565073
508,4.281541217848651,4.208746433258057,5.481753674101715
509,4.065431410133406,4.180585861206055,5.535826794978996
510,4.467319720264911,4.157576084136963,5.587785252292469
511,4.9588265228256105,4.170229911804199,5.637423989748688
512,4.771316271718085,4.318542003631592,5.68454710592869
513,5.217061242988642,4.4493794441223145,5.72896862742141
514,5.1219684351478065,4.668256759643555,5.7705132427757855
515,5.575518124326287,4.838175296783447,5.80901699437495
516,5.443762567000352,5.055989742279053,5.844327925502015
517,5.099773950277143,5.14429235458374,5.876306680043862
518,5.079602945362877,5.164966106414795,5.904827052466019
519,6.039837884689132,5.1294403076171875,5.929776485888253
520,4.685381634969826,5.320249557495117,5.951056516295154
521,5.699754531839479,5.163482666015625,5.968583161128632
522,5.313507064893038,5.235902786254883,5.982287250728688
523,5.450757555565971,5.255159854888916,5.9921147013144775
524,5.079976866524869,5.300534248352051,5.998026728428272
525,6.944889631093396,5.1439104080200195,6.0
526,6.372397825995004,5.5442705154418945,5.998026728428272
527,5.762634258449518,5.6301727294921875,5.992114701314478
528,7.098198840956595,5.650036334991455,5.982287250728688
529,6.05743575499305,5.772563457489014,5.968583161128631
